"","Name","position","AB","R","HR","RBI","SB","AVG","adjusted_points","dollar_value"
"3574","Jose Rosa","catcher",1,0,0,0,0,0.154,-11.85,-36.8
"3586","Seongmin Kim","catcher",1,0,0,0,0,0.154,-11.85,-36.8
"3913","Tanner Murphy","catcher",1,0,0,0,0,0.154,-11.85,-36.8
"4016","Dillon Haupt","catcher",1,0,0,0,0,0.154,-11.85,-36.8
"4246","Hanser Ortiz","catcher",1,0,0,0,0,0.154,-11.85,-36.8
"632","Justin Maxwell","outfield",1,0,0,0,0,0.227,-11.86,-36.84
"998","Jonathan Tucker","outfield",1,0,0,0,0,0.227,-11.86,-36.84
"1127","Kipp Schutz","outfield",1,0,0,0,0,0.227,-11.86,-36.84
"1349","Ryan Lollis","outfield",1,0,0,0,0,0.227,-11.86,-36.84
"1713","Andrew Aplin","outfield",1,0,0,0,0,0.227,-11.86,-36.84
"2049","Jamal Austin","outfield",1,0,0,0,0,0.227,-11.86,-36.84
"2251","Jorge Bonifacio","outfield",12,1,0,1,0,0.222,-11.87,-36.85
"677","Shane Peterson","first_base",59,7,1,6,1,0.247,-11.89,-36.93
"226","Andres Blanco","third_base",1,0,0,0,0,0.231,-11.89,-36.94
"671","David Adams","third_base",1,0,0,0,0,0.231,-11.89,-36.94
"3347","Stryker Trahan","catcher",1,0,0,0,0,0.153,-11.9,-36.95
"3717","Carlos Sanchez","catcher",1,0,0,0,0,0.153,-11.9,-36.95
"8","Jonathan Villar","shortstop",59,7,1,6,4,0.222,-11.9,-36.96
"434","Melky Mesa","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"583","Raul Ibanez","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"692","Marc Krauss","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"741","Matt Tuiasosopo","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"1035","Jose Duarte","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"1043","Archie Gilbert","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"1068","Cyle Hankerd","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"1123","Miles Durham","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"1218","Michael Burgess","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"1381","Tim Fedroff","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"1464","Cesar Puello","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"1500","Tyson Auer","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"1604","Kyle Jensen","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"2120","Drew Muren","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"2398","Ryan Strausborger","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"2603","Taylor Motter","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"3444","Dario Pizzano","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"3487","Matt Juengel","outfield",1,0,0,0,0,0.226,-11.91,-36.98
"320","Luis Cruz","third_base",1,0,0,0,0,0.23,-11.94,-37.08
"856","Brandon Snyder","third_base",1,0,0,0,0,0.23,-11.94,-37.08
"2787","Fernando Vivili","catcher",1,0,0,0,0,0.152,-11.94,-37.09
"3665","Adrian Acosta","catcher",1,0,0,0,0,0.152,-11.94,-37.09
"3732","Pabel Manzanero","catcher",1,0,0,0,0,0.152,-11.94,-37.09
"339","Clete Thomas","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"504","Roger Kieschnick","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"755","Alfonso Soriano","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1040","Ben Copeland","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1061","Christian Marrero","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1162","Bobby Coyle","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1256","Stephen Hunt","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1327","Ty Morrison","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1424","Carlo Testa","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1489","Jeremy Synan","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1504","Delta Cleary","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1633","Brian Goodwin","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1686","Jae-Hoon Ha","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1690","Jared Prince","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"1901","Wilson Soriano","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"2045","Leon Landry","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"2061","Rob Segedin","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"2063","Steve Selsky","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"2493","Pin-Chieh Chen","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"3005","Zach Borenstein","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"3332","David Dahl","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"3336","Jesse Winker","outfield",1,0,0,0,0,0.225,-11.95,-37.13
"660","Matt Davidson","third_base",30,3,1,4,0,0.212,-11.96,-37.16
"759","Yuniesky Betancourt","third_base",1,0,0,0,0,0.229,-11.98,-37.22
"1581","Jeff Glenn","catcher",1,0,0,0,0,0.151,-11.99,-37.24
"3878","Jacob Nottingham","catcher",1,0,0,0,0,0.151,-11.99,-37.24
"299","Derrick Robinson","outfield",1,0,0,0,0,0.224,-12,-37.27
"999","Brian Van Kirk","outfield",1,0,0,0,0,0.224,-12,-37.27
"1010","John Matulia","outfield",1,0,0,0,0,0.224,-12,-37.27
"1071","Matthew Sulentic","outfield",1,0,0,0,0,0.224,-12,-37.27
"1077","Tyler Henson","outfield",1,0,0,0,0,0.224,-12,-37.27
"1079","John Shelby","outfield",1,0,0,0,0,0.224,-12,-37.27
"1130","Nick Liles","outfield",1,0,0,0,0,0.224,-12,-37.27
"1394","Chris Swauger","outfield",1,0,0,0,0,0.224,-12,-37.27
"1611","Michael Rockett","outfield",1,0,0,0,0,0.224,-12,-37.27
"1755","Adam Bailey","outfield",1,0,0,0,0,0.224,-12,-37.27
"1841","Junior Sosa","outfield",1,0,0,0,0,0.224,-12,-37.27
"1967","Sergio Perez","outfield",1,0,0,0,0,0.224,-12,-37.27
"2340","Nate Roberts","outfield",1,0,0,0,0,0.224,-12,-37.27
"2476","Scott Schebler","outfield",1,0,0,0,0,0.224,-12,-37.27
"2651","Jordan Smith","outfield",1,0,0,0,0,0.224,-12,-37.27
"2710","Yem Prades","outfield",1,0,0,0,0,0.224,-12,-37.27
"3476","Boog Powell","outfield",1,0,0,0,0,0.224,-12,-37.27
"166","Henry Urrutia","dh",30,3,1,3,0,0.266,-12,-37.28
"376","Jayson Nix","third_base",1,0,0,0,0,0.228,-12.03,-37.37
"3230","Jose Garcia","catcher",1,0,0,0,0,0.15,-12.03,-37.38
"4007","Cambric Moye","catcher",1,0,0,0,0,0.15,-12.03,-37.38
"53","Greg Garcia","second_base",1,0,0,0,0,0.234,-12.03,-37.39
"243","Josh Willingham","outfield",1,0,0,0,0,0.223,-12.04,-37.41
"452","Ben Francisco","outfield",1,0,0,0,0,0.223,-12.04,-37.41
"1098","Matt Camp","outfield",1,0,0,0,0,0.223,-12.04,-37.41
"1348","Alex Llanos","outfield",1,0,0,0,0,0.223,-12.04,-37.41
"1448","L.V. Ware","outfield",1,0,0,0,0,0.223,-12.04,-37.41
"1496","Andy Vasquez","outfield",1,0,0,0,0,0.223,-12.04,-37.41
"1759","Julio Morban","outfield",1,0,0,0,0,0.223,-12.04,-37.41
"2048","Keenan Wiley","outfield",1,0,0,0,0,0.223,-12.04,-37.41
"2350","Andrew Heid","outfield",1,0,0,0,0,0.223,-12.04,-37.41
"3040","Michael Mergenthaler","outfield",1,0,0,0,0,0.223,-12.04,-37.41
"152","Terrance Gore","outfield",31,3,0,2,2,0.208,-12.05,-37.44
"231","Kevin Youkilis","third_base",1,0,0,0,0,0.227,-12.07,-37.51
"3059","Ryan Battaglia","catcher",1,0,0,0,0,0.149,-12.07,-37.52
"4261","Chase Vallot","catcher",1,0,0,0,0,0.149,-12.07,-37.52
"462","Matt Carson","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"466","Jeff Francoeur","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"928","Doug Deeds","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"982","Jordan Parraz","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"1073","Marcus Lemon","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"1166","Danny Payne","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"1369","Ray Kruml","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"1454","Eliezer Mesa","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"1521","Everett Williams","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"1689","Mario Yepez","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"1797","Adam Heisler","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"1804","Randolph Oduber","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"1813","Anthony Giansanti","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"2407","Adam Melker","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"2453","Michael Earley","outfield",1,0,0,0,0,0.222,-12.08,-37.56
"3274","Dioni Rodriguez","catcher",1,0,0,0,0,0.148,-12.12,-37.67
"3831","Francisco Guerrero","catcher",1,0,0,0,0,0.148,-12.12,-37.67
"356","Angel Sanchez","second_base",1,0,0,0,0,0.232,-12.12,-37.68
"198","Scott Cousins","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"204","Laynce Nix","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"923","Brian Burgamy","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1104","Anthony Jackson","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1158","Anthony Seratelli","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1225","Austin Krum","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1253","Kentrail Davis","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1275","Isaias Velasquez","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1304","Rainel Rosario","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1404","Andrew Means","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1542","Todd Glaesmann","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1560","Josh Fellhauer","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1584","Brett Nommensen","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1742","Luis Castillo","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"1970","Leo Heras","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"2076","Jonathan Jones","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"2161","Nathan Melendres","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"2183","Lance Ray","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"2488","Mark Payton","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"2592","Joe De Pinto","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"3021","Justin Miller","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"3271","Manuel Margot","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"3534","Kevin Heller","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"4043","Riley Good","outfield",1,0,0,0,0,0.221,-12.13,-37.7
"3419","Michael Miller","shortstop",1,0,0,0,0,0.254,-12.13,-37.71
"347","Guilder Rodriguez","third_base",1,0,0,0,0,0.225,-12.16,-37.8
"3433","Zach Stoner","catcher",1,0,0,0,0,0.147,-12.16,-37.81
"470","Logan Watkins","second_base",1,0,0,0,0,0.231,-12.16,-37.82
"188","Xavier Nady","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"1030","Miguel Abreu","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"1125","Tyson Gillies","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"1205","Mike Bianucci","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"1213","Wendell Fairley","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"1286","Nelson Perez","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"1402","Evan Bigley","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"1409","Daniel Pertusati","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"1661","Alexander Burg","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"2068","Ryan Lamarre","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"2676","Luis Fonseca","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"3132","Evan Marzilli","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"3440","Bijan Rademacher","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"3497","Kyle Johnson","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"3518","Ethan Chapman","outfield",1,0,0,0,0,0.22,-12.17,-37.84
"1060","Willie Cabrera","outfield",1,0,0,0,0,0.219,-12.22,-37.99
"1163","Brad Chalk","outfield",1,0,0,0,0,0.219,-12.22,-37.99
"1366","Donnie Webb","outfield",1,0,0,0,0,0.219,-12.22,-37.99
"1524","Blake Smith","outfield",1,0,0,0,0,0.219,-12.22,-37.99
"1546","Darrell Ceciliani","outfield",1,0,0,0,0,0.219,-12.22,-37.99
"1621","Jeremy Cruz","outfield",1,0,0,0,0,0.219,-12.22,-37.99
"1685","Drew Hedman","outfield",1,0,0,0,0,0.219,-12.22,-37.99
"1801","Tony Plagman","outfield",1,0,0,0,0,0.219,-12.22,-37.99
"2991","Marc Wik","outfield",1,0,0,0,0,0.219,-12.22,-37.99
"3002","Ruben Sosa","outfield",1,0,0,0,0,0.219,-12.22,-37.99
"2611","Taylor Featherston","shortstop",1,0,0,0,0,0.252,-12.22,-37.99
"1849","Wilmer Dominguez","catcher",1,0,0,0,0,0.145,-12.25,-38.1
"3319","Jesus Aparicio","catcher",1,0,0,0,0,0.145,-12.25,-38.1
"3363","Bryan De La Rosa","catcher",1,0,0,0,0,0.145,-12.25,-38.1
"451","Tyler Greene","second_base",1,0,0,0,0,0.229,-12.25,-38.11
"615","Cesar Izturis","second_base",1,0,0,0,0,0.229,-12.25,-38.11
"221","Brad Hawpe","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"672","Brad Glenn","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"772","Blake Tekotte","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"840","Chris Dominguez","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"1085","Stefan Gartrell","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"1199","Bill Rhinehart","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"1236","Reid Fronk","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"1433","Theodis Bowe","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"1440","Brandon Short","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"1494","Jonathan Goncalves","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"1603","Brian Cavazos-Galvez","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"1795","Beau Amaral","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"2187","Mike Kvasnicka","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"2602","Daniel Bowman","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"2886","Bryson Myles","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"2962","Mark Haddow","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"3576","Carlos Figueroa","outfield",1,0,0,0,0,0.218,-12.26,-38.13
"143","Jorge Polanco","shortstop",31,3,0,3,1,0.236,-12.27,-38.16
"838","Casper Wells","outfield",1,0,0,0,0,0.217,-12.3,-38.28
"1148","Edgar Lara","outfield",1,0,0,0,0,0.217,-12.3,-38.28
"1325","Kyle Russell","outfield",1,0,0,0,0,0.217,-12.3,-38.28
"1351","Kenny Williams Jr.","outfield",1,0,0,0,0,0.217,-12.3,-38.28
"1377","Brad Mcelroy","outfield",1,0,0,0,0,0.217,-12.3,-38.28
"1610","Cory Harrilchak","outfield",1,0,0,0,0,0.217,-12.3,-38.28
"1980","Ruben Agramon","outfield",1,0,0,0,0,0.217,-12.3,-38.28
"2377","Jordan Scott","outfield",1,0,0,0,0,0.217,-12.3,-38.28
"3103","Mac Williamson","outfield",1,0,0,0,0,0.217,-12.3,-38.28
"659","Alex Castellanos","outfield",1,0,0,0,0,0.216,-12.35,-38.42
"894","Willie Romero","outfield",1,0,0,0,0,0.216,-12.35,-38.42
"1008","Daryl Jones","outfield",1,0,0,0,0,0.216,-12.35,-38.42
"1146","Johermyn Chavez","outfield",1,0,0,0,0,0.216,-12.35,-38.42
"1420","Bobby Stevens","outfield",1,0,0,0,0,0.216,-12.35,-38.42
"2003","Ivan Araujo","outfield",1,0,0,0,0,0.216,-12.35,-38.42
"2348","David Rohm","outfield",1,0,0,0,0,0.216,-12.35,-38.42
"2489","Hunter Renfroe","outfield",1,0,0,0,0,0.216,-12.35,-38.42
"2627","Nick Martini","outfield",1,0,0,0,0,0.216,-12.35,-38.42
"904","Manny Mayorson","shortstop",1,0,0,0,0,0.249,-12.35,-38.42
"478","Alberto Gonzalez","third_base",1,0,0,0,0,0.22,-12.38,-38.52
"639","Nick Noonan","third_base",1,0,0,0,0,0.22,-12.38,-38.52
"711","Tim Beckham","second_base",1,0,0,0,0,0.226,-12.38,-38.54
"350","Nolan Reimold","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"628","Josh Prince","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"1050","Derrick Mitchell","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"1136","Jim Rapoport","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"1194","Skyler Stromsmoe","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"1363","Jon Gaston","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"1548","Jeremy Hazelbaker","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"1808","Shane Brown","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"2194","Steve Tinoco","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"2467","Anthony Gallas","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"2771","Raimel Tapia","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"2867","Michael Reed","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"3154","Joey Rickard","outfield",1,0,0,0,0,0.215,-12.39,-38.56
"3727","Rafael Guzman","catcher",1,0,0,0,0,0.141,-12.42,-38.67
"951","Dionys Cesar","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1019","Brad Coon","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1131","Scott Robinson","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1141","Raul Reyes","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1217","Justin Jackson","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1418","J.P. Ramirez","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1443","Keon Broxton","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1534","Mycal Jones","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1594","Steve Bumbry","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1598","Neil Medchill","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1636","John Wooten","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1899","Francisco Sosa","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"2095","Jarrett Parker","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"2211","Willy Garcia","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"2654","Eduard Pinto","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"3015","Grant Buckner","outfield",1,0,0,0,0,0.214,-12.43,-38.71
"1009","Jose Martinez","shortstop",1,0,0,0,0,0.247,-12.44,-38.71
"4122","Aledmys Diaz","shortstop",1,0,0,0,0,0.247,-12.44,-38.71
"357","Brent Lillibridge","third_base",1,0,0,0,0,0.218,-12.46,-38.8
"170","Ty Wigginton","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"195","Jason Bay","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"1112","Dan Perales","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"1118","Tim Torres","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"1273","Alfredo Silverio","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"1307","Rafael Fernandez","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"1370","Matt Long","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"1468","Juan Sanchez","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"1481","Alonzo Harris","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"1684","Jiwan James","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"1969","Eder Salcedo","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"1987","Luis Suarez","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"2291","Delino Deshields","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"2408","Stephen Mcquail","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"2571","Mikeson Oliberto","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"2583","Matt Newman","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"3396","Royce Bolinger","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"3566","Nomar Mazara","outfield",1,0,0,0,0,0.213,-12.48,-38.85
"874","Cristhian Presichi","outfield",1,0,0,0,0,0.212,-12.52,-38.99
"993","Ivan Terrazas","outfield",1,0,0,0,0,0.212,-12.52,-38.99
"1090","Jeremy Barfield","outfield",1,0,0,0,0,0.212,-12.52,-38.99
"1129","Adam Milligan","outfield",1,0,0,0,0,0.212,-12.52,-38.99
"1439","Zachary Wilson","outfield",1,0,0,0,0,0.212,-12.52,-38.99
"1480","Delvi Cid","outfield",1,0,0,0,0,0.212,-12.52,-38.99
"1517","LeVon Washington","outfield",1,0,0,0,0,0.212,-12.52,-38.99
"1545","Angelo Songco","outfield",1,0,0,0,0,0.212,-12.52,-38.99
"3036","Major Blair","outfield",1,0,0,0,0,0.212,-12.52,-38.99
"4093","Cody Ferrell","outfield",1,0,0,0,0,0.212,-12.52,-38.99
"257","Ronny Cedeno","shortstop",1,0,0,0,0,0.245,-12.52,-39
"1297","James Beresford","shortstop",1,0,0,0,0,0.245,-12.52,-39
"2463","Cheslor Cuthbert","dh",72,8,1,8,1,0.229,-12.54,-39.04
"31","Wilfredo Tovar","shortstop",61,5,0,5,1,0.22,-12.54,-39.04
"595","Tommy Field","second_base",1,0,0,0,0,0.222,-12.56,-39.11
"610","Roger Bernadina","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"901","Albino Contreras","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"1264","Kraig Binick","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"1328","T.J. Steele","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"1570","Evan Crawford","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"2001","Enrique Osorio","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"2013","Jesus Romo","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"2030","Roberto Valencia","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"2412","Kyung-Min Na","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"2504","Carlos Lopez","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"2854","Dwight Smith","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"2974","Christopher Grayson","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"3384","Brett Phillips","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"3483","Brennan Metzger","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"3655","Tucker Nathans","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"4086","Alfredo Despaigne","outfield",1,0,0,0,0,0.211,-12.57,-39.14
"675","Paul Janish","third_base",1,0,0,0,0,0.215,-12.6,-39.23
"876","Luis Arredondo","outfield",1,0,0,0,0,0.21,-12.61,-39.28
"1416","Brandon Meredith","outfield",1,0,0,0,0,0.21,-12.61,-39.28
"1641","Chandler Laurent","outfield",1,0,0,0,0,0.21,-12.61,-39.28
"1769","Ryan Jones","outfield",1,0,0,0,0,0.21,-12.61,-39.28
"2189","Brett Krill","outfield",1,0,0,0,0,0.21,-12.61,-39.28
"2486","Aaron Judge","outfield",1,0,0,0,0,0.21,-12.61,-39.28
"2577","Socrates Brito","outfield",1,0,0,0,0,0.21,-12.61,-39.28
"2943","Drew Leachman","outfield",1,0,0,0,0,0.21,-12.61,-39.28
"3415","Jeff Mcvaney","outfield",1,0,0,0,0,0.21,-12.61,-39.28
"436","Doug Bernier","shortstop",1,0,0,0,0,0.243,-12.61,-39.29
"3445","Joe Sclafani","shortstop",1,0,0,0,0,0.243,-12.61,-39.29
"1875","Giovanny Urshela","dh",61,7,1,7,0,0.232,-12.62,-39.32
"454","Brandon Inge","third_base",1,0,0,0,0,0.214,-12.64,-39.38
"1140","Jovanny Rosario","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"1143","Angel Castillo","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"1181","Jimmy Gallagher","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"1239","Angel Morales","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"1262","Kevin Keyes","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"1525","Trayce Thompson","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"1538","Kent Matthes","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"1678","Conner Crumbliss","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"1941","Estarlin Martinez","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"2653","Cody Koback","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"3044","Dominique Taylor","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"3236","Rafael Bautista","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"3484","Cameron Flynn","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"3928","Ryan Cordell","outfield",1,0,0,0,0,0.209,-12.65,-39.42
"3029","T.J. Rivera","shortstop",1,0,0,0,0,0.242,-12.66,-39.43
"854","Sean Halton","first_base",48,5,1,5,0,0.239,-12.68,-39.5
"751","Ehire Adrianza","second_base",1,0,0,0,0,0.219,-12.69,-39.54
"1315","Zach Collier","outfield",1,0,0,0,0,0.208,-12.7,-39.57
"1320","Kenny Wilson","outfield",1,0,0,0,0,0.208,-12.7,-39.57
"1479","Abner Abreu","outfield",1,0,0,0,0,0.208,-12.7,-39.57
"1577","Juan Silva","outfield",1,0,0,0,0,0.208,-12.7,-39.57
"2000","Santiago Gonzalez","outfield",1,0,0,0,0,0.208,-12.7,-39.57
"2056","Josh Richmond","outfield",1,0,0,0,0,0.208,-12.7,-39.57
"2552","Alberth Martinez","outfield",1,0,0,0,0,0.208,-12.7,-39.57
"2629","Brennan Gowens","outfield",1,0,0,0,0,0.208,-12.7,-39.57
"2840","Brandon Nimmo","outfield",1,0,0,0,0,0.208,-12.7,-39.57
"3060","Jose Gonzalez","outfield",1,0,0,0,0,0.208,-12.7,-39.57
"3170","Jesus Arredondo","outfield",1,0,0,0,0,0.208,-12.7,-39.57
"463","Elliot Johnson","second_base",1,0,0,0,0,0.218,-12.73,-39.69
